age,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,deposit,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,contact_telephone,contact_unknown,deposit_numeric,is_summer,contact_freq,no_previous_contact,days_since_last,housing_numeric,loan_numeric,has_loan,is_student_retired
28,0,no,78,no,no,4,12,232,3,310,2,failure,yes,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0,0.0064516129032258064,0,310,0,0,0,1
44,2,no,733,yes,no,4,12,360,2,105,5,success,yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0,0.047619047619047616,0,105,1,0,1,0
73,1,no,5028,no,no,4,12,696,10,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0.0,1,9999,0,0,0,1
39,3,no,481,no,no,7,12,929,5,189,1,other,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.005291005291005291,0,189,0,0,0,0
29,2,no,314,no,no,7,12,415,2,116,4,failure,yes,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0,0.034482758620689655,0,116,0,0,0,1
31,2,no,684,yes,no,7,12,620,3,-1,0,unknown,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0.0,1,9999,1,0,1,0
30,2,no,1681,no,no,7,12,329,2,-1,0,unknown,yes,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0,0.0,1,9999,0,0,0,1
50,2,no,10250,yes,no,7,12,254,3,385,2,other,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.005194805194805195,0,385,1,0,1,0
42,3,no,254,no,no,9,12,288,7,183,4,success,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.02185792349726776,0,183,0,0,0,0
37,2,no,0,yes,no,9,12,179,1,190,1,success,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.005263157894736842,0,190,1,0,1,0
49,2,no,307,no,no,9,12,854,1,-1,0,unknown,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
59,2,no,957,no,no,9,12,479,2,-1,0,unknown,yes,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
80,1,no,155,no,no,9,12,343,2,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1,0,0.0,1,9999,0,0,0,1
86,2,no,614,no,no,9,12,595,1,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,1,0,0.0,1,9999,0,0,0,1
69,0,no,426,no,no,9,12,395,1,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1,0,0.0,1,9999,0,0,0,1
79,2,no,8304,no,no,9,12,456,2,275,9,success,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.03272727272727273,0,275,0,0,0,1
36,2,no,4721,no,no,9,12,149,3,-1,0,unknown,yes,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
49,3,no,395,no,no,10,12,336,5,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
69,2,no,3588,yes,no,10,12,429,1,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,1,0,1,1
66,0,no,2540,no,no,10,12,441,2,156,1,other,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1,0,0.00641025641025641,0,156,0,0,0,1
32,3,no,883,yes,no,10,12,798,1,185,5,other,yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0.02702702702702703,0,185,1,0,1,0
47,3,no,4402,no,no,10,12,805,1,190,1,other,yes,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,1,0,0.005263157894736842,0,190,0,0,0,0
58,3,no,256,no,no,10,12,422,1,188,3,success,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.015957446808510637,0,188,0,0,0,0
64,1,no,43,no,no,10,12,232,1,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,1
72,1,no,3856,no,no,10,12,582,4,115,1,other,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.008695652173913044,0,115,0,0,0,1
79,1,no,3025,no,no,11,12,166,3,126,3,other,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.023809523809523808,0,126,0,0,0,1
30,2,no,2326,no,no,14,12,420,1,175,2,failure,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0.011428571428571429,0,175,0,0,0,0
36,3,no,925,no,no,14,12,321,3,189,4,success,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.021164021164021163,0,189,0,0,0,0
53,3,no,1961,no,no,15,12,351,1,-1,0,unknown,yes,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
34,3,no,2037,no,no,15,12,324,2,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
29,2,no,459,no,no,15,12,279,3,189,19,other,yes,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0,0.10052910052910052,0,189,0,0,0,1
29,3,no,572,no,no,16,12,314,1,195,1,success,yes,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,0,0.005128205128205128,0,195,0,0,0,0
81,2,no,452,no,no,16,12,443,1,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1,0,0.0,1,9999,0,0,0,1
57,2,no,5313,no,no,16,12,283,2,196,1,success,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.00510204081632653,0,196,0,0,0,1
72,2,no,1533,no,no,16,12,546,2,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,1
34,2,no,1337,no,no,17,12,330,2,127,3,success,yes,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1,0,0.023622047244094488,0,127,0,0,0,0
57,0,no,2986,no,no,17,12,222,2,231,1,failure,yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0.004329004329004329,0,231,0,0,0,0
66,1,no,1230,no,no,17,12,726,3,-1,0,unknown,yes,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
27,2,no,538,no,no,18,12,170,4,197,2,success,yes,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0,0.01015228426395939,0,197,0,0,0,1
50,3,no,5108,yes,no,18,12,406,1,182,2,failure,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.01098901098901099,0,182,1,0,1,0
75,2,no,1341,no,no,18,12,415,7,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0.0,1,9999,0,0,0,1
50,2,no,320,no,no,21,12,294,3,315,4,success,yes,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1,0,0.012698412698412698,0,315,0,0,0,0
32,2,no,131,yes,no,21,12,322,1,189,1,success,yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0,0.005291005291005291,0,189,1,0,1,0
59,1,no,2074,no,no,21,12,467,1,186,2,success,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.010752688172043012,0,186,0,0,0,1
68,2,no,1443,no,no,21,12,2062,2,257,1,success,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1,0,0.0038910505836575876,0,257,0,0,0,1
31,3,no,3338,yes,no,21,12,264,2,-1,0,unknown,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0.0,1,9999,1,0,1,0
64,3,no,661,no,no,21,12,367,2,294,2,failure,yes,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1,0,0.006802721088435374,0,294,0,0,0,0
30,2,no,7105,no,no,22,12,321,2,-1,0,unknown,yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0,0.0,1,9999,0,0,0,0
60,2,no,3735,no,no,22,12,190,1,188,9,success,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.047872340425531915,0,188,0,0,0,0
35,3,no,538,no,no,22,12,410,3,165,2,other,yes,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,0,0.012121212121212121,0,165,0,0,0,0
72,1,no,4657,no,no,22,12,305,3,309,5,success,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.016181229773462782,0,309,0,0,0,1
30,1,no,5,no,no,23,12,282,1,203,1,success,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0049261083743842365,0,203,0,0,0,0
52,2,no,230,no,no,24,12,422,2,-1,0,unknown,yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0,0.0,1,9999,0,0,0,0
33,3,no,1808,no,no,28,12,250,3,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
84,2,no,81204,no,no,28,12,679,1,313,2,other,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1,0,0.006389776357827476,0,313,0,0,0,1
43,3,no,3518,no,no,28,12,206,2,196,2,success,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.01020408163265306,0,196,0,0,0,0
39,3,no,25,yes,no,28,12,315,1,210,2,success,yes,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1,0,0.009523809523809525,0,210,1,0,1,0
25,3,no,2551,no,no,28,12,400,3,-1,0,unknown,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
38,2,no,11303,no,no,28,12,473,2,216,2,failure,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.009259259259259259,0,216,0,0,0,0
44,0,no,2724,no,no,28,12,893,1,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
20,0,no,755,no,no,29,12,284,1,-1,0,unknown,yes,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0,0.0,1,9999,0,0,0,1
32,3,no,718,yes,no,29,12,155,1,197,1,success,yes,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,0,0.005076142131979695,0,197,1,0,1,0
23,2,no,870,no,no,29,12,296,1,176,4,success,yes,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1,0,0.022727272727272728,0,176,0,0,0,0
35,2,no,978,no,no,29,12,1370,3,209,3,success,yes,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1,0,0.014354066985645933,0,209,0,0,0,0
61,2,no,544,no,no,29,12,63,3,200,9,success,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.045,0,200,0,0,0,0
46,3,no,461,no,no,30,12,369,2,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0.0,1,9999,0,0,0,0
70,1,no,2795,no,no,8,1,301,2,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,1
25,2,no,139,no,yes,11,1,202,1,91,1,success,yes,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1,0,0.01098901098901099,0,91,0,1,1,0
57,2,no,1044,no,no,11,1,585,1,192,2,success,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1,0,0.010416666666666666,0,192,0,0,0,1
55,2,no,1633,no,no,11,1,210,1,192,2,success,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.010416666666666666,0,192,0,0,0,0
33,3,no,6513,yes,no,11,1,170,1,343,1,other,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0029154518950437317,0,343,1,0,1,0
73,1,no,1388,no,no,11,1,767,2,83,1,success,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1,0,0.012048192771084338,0,83,0,0,0,1
34,2,no,15,no,no,12,1,377,1,-1,0,unknown,yes,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,0,0.0,1,9999,0,0,0,0
31,2,no,2544,no,no,12,1,229,1,279,2,success,yes,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1,0,0.007168458781362007,0,279,0,0,0,0
25,2,no,2007,no,no,12,1,265,2,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0,0.0,1,9999,0,0,0,0
30,3,no,2166,no,no,12,1,316,2,-1,0,unknown,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
28,3,no,4579,no,no,12,1,409,2,-1,0,unknown,yes,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,0,0.0,1,9999,0,0,0,0
21,2,no,2488,no,no,12,1,661,2,92,1,success,yes,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,1,0,0.010869565217391304,0,92,0,0,0,1
87,1,no,2190,no,no,12,1,512,2,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1,0,0.0,1,9999,0,0,0,1
22,2,no,254,no,no,13,1,143,2,-1,0,unknown,yes,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0,0.0,1,9999,0,0,0,1
28,3,no,1579,no,no,13,1,163,1,91,3,failure,yes,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,0,0.03296703296703297,0,91,0,0,0,0
31,3,no,330,no,no,13,1,260,1,194,2,success,yes,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1,0,0.010309278350515464,0,194,0,0,0,0
60,2,no,938,no,no,13,1,380,3,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,1
41,0,no,5372,yes,no,13,1,248,3,-1,0,unknown,yes,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1,0,0.0,1,9999,1,0,1,0
24,2,no,3176,no,no,13,1,108,2,-1,0,unknown,yes,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0,0.0,1,9999,0,0,0,1
54,3,no,496,no,no,13,1,452,3,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0.0,1,9999,0,0,0,0
35,3,no,0,no,no,14,1,187,7,-1,0,unknown,yes,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1,0,0.0,1,9999,0,0,0,0
70,1,no,482,no,no,14,1,372,1,196,2,success,yes,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1,0,0.01020408163265306,0,196,0,0,0,1
62,2,no,180,no,no,14,1,183,1,90,4,other,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.044444444444444446,0,90,0,0,0,0
59,1,no,4198,no,no,14,1,309,1,91,10,success,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0.10989010989010989,0,91,0,0,0,0
48,2,no,817,no,no,14,1,517,1,282,4,success,yes,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1,0,0.014184397163120567,0,282,0,0,0,0
45,2,no,5021,no,no,14,1,233,1,-1,0,unknown,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
36,0,no,991,no,no,14,1,589,2,-1,0,unknown,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
33,2,no,133,no,no,14,1,305,2,274,1,success,yes,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1,0,0.0036496350364963502,0,274,0,0,0,0
32,2,no,366,no,no,14,1,366,2,-1,0,unknown,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
60,3,no,979,yes,no,15,1,295,3,347,1,failure,yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0.002881844380403458,0,347,1,0,1,1
39,3,no,2939,no,no,15,1,348,2,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
37,2,no,4803,no,no,15,1,396,2,-1,0,unknown,yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0,0.0,1,9999,0,0,0,0
85,1,no,1255,no,no,15,1,233,3,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,1
79,1,no,8556,no,no,18,1,326,2,272,2,success,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1,0,0.007352941176470588,0,272,0,0,0,1
64,2,no,588,no,no,18,1,366,1,91,2,failure,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.02197802197802198,0,91,0,0,0,1
42,2,no,994,yes,no,18,1,453,1,67,9,success,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0.13432835820895522,0,67,1,0,1,0
47,2,no,820,no,no,18,1,262,1,91,1,success,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.01098901098901099,0,91,0,0,0,0
66,2,no,203,no,no,18,1,353,1,195,1,success,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.005128205128205128,0,195,0,0,0,1
61,2,no,86,no,no,25,1,639,1,94,1,success,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.010638297872340425,0,94,0,0,0,1
27,3,no,2855,no,no,25,1,240,1,301,3,failure,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.009966777408637873,0,301,0,0,0,0
63,2,no,474,no,no,25,1,423,1,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,1
36,3,no,203,no,no,25,1,255,1,88,1,success,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.011363636363636364,0,88,0,0,0,0
38,1,no,7005,yes,no,25,1,696,1,202,2,success,yes,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1,0,0.009900990099009901,0,202,1,0,1,0
92,0,no,775,no,no,26,1,164,4,96,3,success,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.03125,0,96,0,0,0,1
77,2,no,4112,no,no,26,1,1616,1,95,2,success,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1,0,0.021052631578947368,0,95,0,0,0,1
30,2,no,255,no,no,27,1,143,1,-1,0,unknown,yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0,0.0,1,9999,0,0,0,0
81,1,no,243,no,no,27,1,340,1,92,1,success,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.010869565217391304,0,92,0,0,0,1
42,0,no,942,no,no,27,1,245,1,92,2,success,yes,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1,0,0.021739130434782608,0,92,0,0,0,0
48,2,no,1180,no,no,27,1,142,1,238,3,other,yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0.012605042016806723,0,238,0,0,0,0
52,2,no,992,yes,no,27,1,342,1,92,2,success,yes,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1,0,0.021739130434782608,0,92,1,0,1,0
38,2,no,70,no,no,27,1,164,4,92,4,success,yes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0.043478260869565216,0,92,0,0,0,0
61,0,no,4629,yes,no,27,1,181,1,92,1,success,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.010869565217391304,0,92,1,0,1,0
20,0,no,829,no,no,27,1,196,3,202,2,success,yes,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0,0.009900990099009901,0,202,0,0,0,1
39,2,no,0,no,no,27,1,366,1,436,10,failure,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.022935779816513763,0,436,0,0,0,0
44,2,no,2776,yes,no,27,1,701,1,-1,0,unknown,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0.0,1,9999,1,0,1,0
73,1,no,279,no,no,28,1,399,3,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,1
36,3,no,129,no,no,28,1,918,1,93,1,success,yes,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0,0.010752688172043012,0,93,0,0,0,1
48,3,no,157,no,no,28,1,417,4,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
52,2,no,659,no,no,28,1,390,4,93,1,success,yes,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1,0,0.010752688172043012,0,93,0,0,0,0
30,2,no,2493,no,no,28,1,293,2,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
36,3,no,3949,no,no,28,1,130,2,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
80,1,no,997,no,no,28,1,151,1,91,3,success,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.03296703296703297,0,91,0,0,0,1
33,3,no,1699,no,no,28,1,202,1,83,3,success,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0.03614457831325301,0,83,0,0,0,0
56,3,no,1181,no,no,28,1,186,1,433,1,failure,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0.0023094688221709007,0,433,0,0,0,0
54,2,no,0,no,no,28,1,161,1,98,2,failure,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.02040816326530612,0,98,0,0,0,0
34,3,no,0,no,no,28,1,155,2,-1,0,unknown,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
66,3,no,1948,no,no,28,1,216,1,91,4,success,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.04395604395604396,0,91,0,0,0,1
52,1,no,306,no,no,28,1,223,1,-1,0,unknown,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
60,2,no,18967,yes,no,29,1,177,2,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,1,0,1,1
28,2,no,261,yes,yes,29,1,254,3,142,6,success,yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0,0.04225352112676056,0,142,1,1,1,0
56,1,no,694,no,no,29,1,144,1,102,1,other,yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0.00980392156862745,0,102,0,0,0,1
36,3,no,202,no,no,29,1,313,1,120,3,failure,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0.025,0,120,0,0,0,0
45,3,no,4831,no,no,29,1,479,11,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,0,0.0,1,9999,0,0,0,0
60,0,no,264,no,no,1,2,265,1,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,1,0,0.0,1,9999,0,0,0,0
33,2,no,278,no,no,1,2,563,5,-1,0,unknown,yes,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0,0.0,1,9999,0,0,0,0
77,3,no,7802,no,no,1,2,483,2,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1,0,0.0,1,9999,0,0,0,1
66,1,no,3629,no,no,2,2,474,1,172,2,other,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.011627906976744186,0,172,0,0,0,1
45,3,no,547,no,no,2,2,577,1,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
30,0,no,4468,no,no,2,2,204,1,-1,0,unknown,yes,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0,0.0,1,9999,0,0,0,1
56,2,no,1989,no,no,3,2,336,2,281,2,failure,yes,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1,0,0.0071174377224199285,0,281,0,0,0,0
64,0,no,2645,no,no,3,2,219,2,-1,0,unknown,yes,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1,0,0.0,1,9999,0,0,0,0
30,3,no,4060,no,no,3,2,179,1,93,1,other,yes,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1,0,0.010752688172043012,0,93,0,0,0,0
33,2,no,303,yes,no,3,2,355,1,301,5,success,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0.016611295681063124,0,301,1,0,1,0
72,1,no,2600,no,no,3,2,443,2,82,3,success,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.036585365853658534,0,82,0,0,0,1
44,3,no,1818,yes,yes,3,2,508,1,92,4,failure,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0.043478260869565216,0,92,1,1,1,0
37,2,no,728,no,no,3,2,129,1,174,2,other,yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0,0.011494252873563218,0,174,0,0,0,0
52,2,no,955,no,yes,3,2,153,1,48,3,success,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0625,0,48,0,1,1,0
37,2,no,265,yes,yes,3,2,140,1,366,2,failure,yes,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1,0,0.00546448087431694,0,366,1,1,1,0
34,3,no,123,no,no,3,2,301,3,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
78,0,no,4807,no,no,3,2,892,2,104,4,success,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1,0,0.038461538461538464,0,104,0,0,0,1
45,2,no,205,no,no,3,2,373,1,92,1,success,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0.010869565217391304,0,92,0,0,0,0
68,3,no,2812,no,no,3,2,279,2,181,1,failure,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.0055248618784530384,0,181,0,0,0,1
53,3,no,6571,no,no,3,2,208,1,-1,0,unknown,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
39,2,no,2758,no,no,4,2,658,3,-1,0,unknown,yes,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1,0,0.0,1,9999,0,0,0,0
55,3,no,2037,no,no,4,2,305,2,94,3,success,yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0.031914893617021274,0,94,0,0,0,0
32,3,no,0,no,no,4,2,233,3,276,2,failure,yes,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0,0.007246376811594203,0,276,0,0,0,1
76,1,no,2223,no,no,4,2,429,1,-1,0,unknown,yes,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1,0,0.0,1,9999,0,0,0,1
